Track ID,Name,Artist,Album,Genre,Total Time (ms),Date Added,Play Count,Skip Count
1927,Bittersweet Symphony,Marc Scibilia,Bittersweet Symphony - Single,Singer/Songwriter,269746,2024-08-01 12:06:23,14.0,3.0
1929,Another Day in Paradise (2016 Remastered),Phil Collins,...But Seriously (Remastered),Pop,322133,2024-08-05 21:46:50,2.0,2.0
1931,Against All Odds (Take a Look at Me Now),Phil Collins,The Singles (Remastered),Rock,206360,2024-08-05 21:48:15,2.0,5.0
1933,Land of Confusion (2007 Remaster),Genesis,Invisible Touch (2007 Remaster),Rock,285667,2024-08-05 21:50:32,4.0,1.0
1935,Your Song,Elton John,Elton John (Deluxe Edition),Pop,241787,2024-08-05 21:54:33,7.0,4.0
1937,Hold the Line,Toto,Toto,Rock,235552,2024-08-05 21:55:34,2.0,5.0
1939,Too Sweet,Hozier,Unheard - EP,Pop,251424,2024-08-18 19:46:42,5.0,2.0
1941,Espresso,Sabrina Carpenter,Espresso - Single,Pop,175459,2024-08-18 12:16:59,15.0,1.0
1943,The Less I Know the Better,Tame Impala,Currents,Alternative,218880,2024-08-18 21:54:44,5.0,5.0
1945,Push Me to the Floor,The Parlotones,Stardust Galaxies,Pop,251600,2024-08-21 19:35:47,9.0,6.0
1947,I'll be There,The Parlotones,Dragonflies and Astronauts (Best Of),Pop,218933,2024-08-21 19:35:50,11.0,2.0
1949,Hello,Prime Circle,Hello Crazy World (10th Anniversary Special),Rock,222667,2024-08-21 14:14:41,11.0,4.0
1951,Another Universe,Arno Carstens,Another Universe,Pop,214960,2024-08-21 23:17:01,7.0,7.0
1953,What He Means,Just Jinjer,Just Jinjer,Alternative,287042,2024-08-21 23:18:44,4.0,8.0
1955,She Always Gets What She Wants,Prime Circle,All Or Nothing,Pop/Rock,224493,2024-08-21 14:25:30,8.0,8.0
1957,Like a Prayer,Madonna,Like a Prayer,Pop,340867,2024-08-23 20:16:52,12.0,6.0
1959,Come With Me,Surfaces & salem ilese,Pacifico,Pop,209732,2024-08-23 22:11:49,23.0,2.0
1961,I'm Only Human,The Parlotones,Dragonflies and Astronauts (Best Of),Pop,242720,2024-08-28 13:33:46,9.0,13.0
1963,Heaven Is A Place On Earth,Belinda Carlisle,Greatest (Extended),Pop,246520,2024-09-06 19:11:03,18.0,2.0
1965,Mania,Aaryan Shah,Codex,R&B/Soul,204396,2024-09-11 02:33:23,20.0,1.0
1967,Dynja,Majk,Dynja - Single,Hip-Hop/Rap,204000,2024-09-12 15:12:48,20.0,3.0
1969,Tunde,Noizy,Tunde - Single,Pop,186198,2024-09-12 15:20:14,28.0,1.0
1971,Out Of Touch (Madison Mars Edit),Madison Mars & 71 Digits,Out Of Touch (Madison Mars Edit) - Single,Dance,182000,2024-09-17 23:42:23,27.0,3.0
1973,Tonat,Yll Limani & Ledri Vula,Tonat - Single,Pop,155500,2024-09-17 16:36:44,40.0,3.0
1975,Kush?,Butrint Imeri,Kush? - Single,R&B/Soul,205120,2024-09-19 11:09:42,25.0,7.0
1977,Krejt ti fala,Majk & Yll Limani,Krejt ti fala - Single,Latin,205429,2024-09-19 11:16:58,34.0,5.0
1979,Alibi,"Sevdaliza, Pabllo Vittar & Yseult",Alibi - Single,Urbano latino,161656,2024-09-22 13:58:27,56.0,2.0
1981,Taras Stanin - Go F Yourself (Two Feet Cover),Taras Stanin,,,137808,2024-09-23 11:53:50,21.0,10.0
1983,I don’t wanna know #beatbox,Taras Stanin,,,126240,2024-09-23 12:02:53,38.0,7.0
1985,Taras Stanin | The Hills (The Weeknd Beatbox Cover),Taras Stanin,,,153024,2024-09-23 12:02:53,29.0,9.0
1987,BIGMAN l Confused,Bigman,,,144192,2024-09-23 12:02:53,37.0,10.0
1989,Sickick - I Can Feel It (Michael Jackson x Phil Collins Remix),,,,261000,2024-09-23 21:02:53,22.0,8.0
1991,Dancing In The Flames,The Weeknd,Dancing In The Flames - Single,R&B/Soul,220037,2024-10-15 15:48:10,50.0,1.0
1993,M'fal,DON XHONI,M'fal - Single,Hip-Hop/Rap,147625,2024-10-15 15:49:45,45.0,2.0
1995,Kokaina,DON XHONI,Kokaina - Single,Hip-Hop/Rap,157241,2024-10-27 14:31:14,18.0,3.0
1997,Locked Out of Heaven,Bruno Mars,Unorthodox Jukebox,Pop,233478,2024-11-02 22:27:18,12.0,4.0
1999,Apocalypse,Cigarettes After Sex,Cigarettes After Sex,Alternative,290147,2024-11-07 20:13:14,8.0,3.0
2001,Dilbara,Abhijeet & Sowmya Raoh,Dhoom (Original Motion Picture Soundtrack),Bollywood,273000,2024-11-11 19:33:52,8.0,7.0
2003,Hung Up,Madonna,Spring Break 101,Pop,337663,2024-11-13 05:06:14,6.0,7.0
2005,Vip Zona,2Ton,Vip Zona - Single,Hip-Hop/Rap,194897,2024-11-14 07:25:00,29.0,4.0
2007,Feeling For You,Milky Chance,Living in a Haze,Alternative,221560,2024-11-14 07:28:26,44.0,
2009,Heart Beating Hard,Andrea & Sergio,Heart Beating Hard (Radio Edit) - Single,Dance,263529,2024-11-14 13:03:10,34.0,4.0
2011,Hookah,Capital T,Hookah - Single,Hip-Hop/Rap,175074,2024-11-21 09:55:12,53.0,3.0
2013,SI ERA,2Ton,PASSION,Rap,142745,2024-11-23 07:20:43,26.0,2.0
2015,did i tell u that i miss u,adore,did i tell u that i miss u,Pop,115921,2024-12-14 07:52:02,32.0,3.0
2017,Roi (Instrumental),Mckyyy,Roi - Single,Alternative,83333,2024-12-20 12:31:02,35.0,2.0
2019,Roi (Instrumental Slowed),Mckyyy,Roi - Single,Alternative,92589,2024-12-20 12:31:11,41.0,3.0
2021,Yellow,Coldplay,Parachutes,Alternative,269208,2024-12-24 22:21:56,23.0,1.0
2023,The Sound of Silence,Disturbed,Immortalized (Deluxe Edition),Hard Rock,248487,2024-12-31 11:51:20,28.0,3.0
2025,Shake That (feat. Nate Dogg),Eminem,Curtain Call: The Hits,Hip-Hop/Rap,274440,2024-12-31 12:15:48,15.0,1.0
2027,Chasing Cars,Snow Patrol,Eyes Open,Alternative,267960,2025-01-02 12:51:31,9.0,3.0
2029,APT.,ROSÉ & Bruno Mars,APT. - Single,Pop,169917,2025-01-02 12:56:49,16.0,3.0
2031,Stuck on You,Eddie Lovette,"The Best Reggae Hits, Vol. 1",Reggae,213133,2025-01-02 13:03:23,8.0,7.0
2033,Fast Car,Tracy Chapman,Tracy Chapman,Singer/Songwriter,296800,2025-01-02 13:05:57,10.0,3.0
2035,Love Somebody,Morgan Wallen,Love Somebody - Single,Country,204829,2025-01-10 10:42:55,28.0,3.0
2037,Përgjithmonë,Majk & Bardhi,Përgjithmonë - Single,Pop,184806,2025-01-14 08:56:18,15.0,2.0
2039,Plaas Dorp Toe,Chris Steyn,Plaas Dorp Toe - Single,Afrikaans,198500,2025-01-19 13:02:29,7.0,2.0
2041,"Stop, wag, bly nog 'n Bietjie",Brendan Peyper,Stop Wag Bly Nog 'n Bietjie,Pop,219253,2025-01-19 13:02:45,11.0,2.0
2043,Chasing Love,J.Matthews,Chasing Love - Single,Pop,191461,2025-01-19 23:28:02,19.0,
2045,17 Shots,Christia Visser,17 Shots - Single,Afrikaans,213040,2025-01-19 23:43:18,17.0,1.0
2047,I Like the Way (Radio Edit),Bodyrockers,Bodyrockers,Dance,200053,2025-01-21 08:57:47,7.0,2.0
2049,Infinity 2008 (Klaas Vocal Edit),Guru Josh Project,Infinity 2008 (Remixes) - Single,Dance,192294,2025-01-21 08:59:33,11.0,2.0
2051,Under the Bridge,Red Hot Chili Peppers,Greatest Hits,Alternative,273657,2025-01-21 09:12:06,11.0,
2053,Ek Sal As Jy Sal,Christia Visser,Ek Sal As Jy Sal - Single,Afrikaans,204496,2025-01-21 12:00:12,21.0,1.0
2055,La,DYSTINCT,LAYALI,Hip-Hop/Rap,148328,2025-01-24 21:15:34,21.0,1.0
2057,LI Galou,Oualid,Nafsi (Pt. II),Pop,165205,2025-01-27 22:36:18,11.0,1.0
2059,Si Ai (Marshmello & UKAY Remix),Tayna,Si Ai (Marshmello & UKAY Remix) - Single,House,184000,2025-01-27 22:36:57,15.0,1.0
2061,Jena Mbreter 2,Noizy,ALPHA,Hip-Hop/Rap,265733,2025-01-27 22:37:03,17.0,4.0
2063,Girls Go Wild,LP,Heart to Mouth,Alternative,223427,2025-01-28 10:35:05,13.0,4.0
2065,Ma Meilleure Ennemie (from the series Arcane League of Legends),Stromae & Pomme,Arcane League of Legends: Season 2 (Soundtrack from the Animated Series),Pop,147973,2025-01-29 04:58:18,30.0,2.0
2067,Fantastic (from the series Arcane League of Legends),"King Princess, Arcane & League of Legends Music",Arcane League of Legends: Season 2 (Soundtrack from the Animated Series),Pop,184960,2025-01-31 12:14:11,38.0,2.0
2069,Sucker (from the series Arcane League of Legends),"Marcus King, Arcane & League of Legends Music",Arcane League of Legends: Season 2 (Soundtrack from the Animated Series),Pop,224293,2025-01-31 13:07:20,13.0,3.0
2071,To Ashes and Blood (from the series Arcane League of Legends),"Woodkid, Arcane & League of Legends Music",Arcane League of Legends: Season 2 (Soundtrack from the Animated Series),Pop,245627,2025-01-31 13:10:10,16.0,3.0
2073,Kids,MGMT,Oracular Spectacular,Alternative,302840,2025-02-06 11:31:16,12.0,2.0
2075,Kiss The Sky,G-Eazy,Kiss The Sky - Single,Rap,202087,2025-02-08 10:20:49,30.0,2.0
2077,I Hate Everything About You,Three Days Grace,Three Days Grace,Hard Rock,231411,2025-02-16 20:47:20,27.0,
2079,Cry For Me,The Weeknd,Hurry Up Tomorrow,R&B/Soul,224137,2025-02-17 11:15:03,27.0,2.0
2081,Open Hearts,The Weeknd,Hurry Up Tomorrow,R&B/Soul,234924,2025-02-17 11:28:06,38.0,1.0
2083,Måneskin - Beggin'  Taras Stanin (beatbox cover),,,,149890,2025-02-19 12:12:40,40.0,
2086,Dopamine,WING,Dopamine - Single,Electronica,128551,2025-02-19 12:18:17,39.0,1.0
2088,rihanna - we found love [slowed & reverb],,,,246880,2025-02-19 21:27:39,,
2090,Tell Me Why (Maddix Remix),Supermode & Maddix,Tell Me Why (Maddix Remix) - Single,Dance,191200,2025-02-19 12:28:17,32.0,
2092,I Like To Move It (Reel 2 Real) X Temperature (Sean Paul) Mashup Remix,Sir Draco,I Like To Move It (Reel 2 Real) X Temperature (Sean Paul) Mashup Remix,Music,182517,2025-02-19 12:30:54,34.0,
2095,rihanna - we found love [slowed & reverb],junji,rihanna - we found love [slowed & reverb],Music,246987,2025-02-19 12:32:28,36.0,1.0
2098,the weeknd - save your tears [slowed & reverb],,,,246936,2025-02-19 12:46:06,24.0,5.0
2101,My Way,Calvin Harris,My Way - Single,Dance,219160,2025-02-22 09:22:43,9.0,3.0
2103,Beggin (original Version),Madcon,So Dark the Con of Man,Hip-Hop/Rap,216147,2025-02-23 00:04:23,5.0,5.0
2105,Corazón Sin Cara,Prince Royce,Prince Royce,Música tropical,211453,2025-03-04 08:34:42,10.0,4.0
2107,You (feat. Lil Wayne),Lloyd featuring Lil Wayne,Street Love,R&B/Soul,273133,2025-03-07 20:05:06,10.0,6.0
2109,"Relax, Take It Easy",MIKA,Life In Cartoon Motion,Pop,270000,2025-03-22 15:38:47,7.0,
2111,Pretoria Girls,Desmond and the Tutus,"Rocktober (The Best South African Rock Hits of All Time), Vol. 2",Rock,251187,2025-03-23 10:35:40,15.0,1.0
2113,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,Alternative,210373,2025-03-26 18:44:16,10.0,
2115,MUTT (CB REMIX),Leon Thomas & Chris Brown,MUTT (CB REMIX) - Single,R&B/Soul,199786,2025-03-26 18:45:05,12.0,
2117,Ordinary,Alex Warren,Ordinary - Single,Pop,186964,2025-03-26 19:01:02,5.0,4.0
2119,"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe! - Single",Pop,218424,2025-03-26 19:15:24,6.0,4.0
2121,Taste,Sabrina Carpenter,Short n' Sweet,Pop,157280,2025-03-26 19:20:01,13.0,3.0
2123,Recházame,Prince Royce,Prince Royce,Música tropical,223200,2025-03-26 19:39:42,19.0,1.0
2125,Mr. Brightside,The Killers,Hot Fuss,Rock,222973,2025-04-03 14:37:30,9.0,1.0
2127,Return of the Mack,Mark Morrison,Return of the Mack,Pop,213093,2025-04-03 20:04:46,10.0,3.0
2129,Messy,Lola Young,This Wasn't Meant For You Anyway,Alternative,284067,2025-04-04 20:48:16,8.0,4.0
2131,Xhelozia,Mozzik,Best Of,Hip-Hop/Rap,237202,,,
2133,Marr,Majk & Ledri Vula,Marr - Single,Pop,222006,,,
2135,Sadqay,"Aashir Wajahat, Nayel & Nehaal Naseem",Sadqay - Single,Pop,154455,2025-04-09 17:45:35,21.0,1.0
2137,Timeless,The Weeknd & Playboi Carti,Timeless - Single,R&B/Soul,256000,2025-04-15 10:50:20,12.0,
2139,Si Ai,Tayna,Si Ai - Single,Pop,166000,2025-04-18 07:12:47,9.0,1.0
2141,Ocean Drive,Duke Dumont,Ocean Drive - Single,Electronic,206320,2025-04-18 20:22:00,3.0,5.0
2143,Bella,Butrint Imeri,Bella - Single,R&B/Soul,185216,2025-04-18 21:10:56,7.0,1.0
2145,Lej kto rrena,Butrint Imeri,Lej kto rrena - Single,R&B/Soul,165001,2025-04-18 21:11:11,8.0,1.0
2147,NO LOVE,Ledri Vula & Elvana Gjata,NO LOVE - Single,Pop,172075,2025-04-19 17:17:15,13.0,
2149,Katile,Majk,Katile - Single,Pop,188572,2025-04-20 16:35:03,7.0,
2151,Nentori (Bess Radio Mix),Arilena Ara,Nentori (Bess Radio Mix) - Single,Dance,175173,2025-04-20 16:40:40,8.0,
